college_code,college_name,major_group_code,subject_requirement,min_score,source_image,status,estimated_cumulative_rank_from_score_distribution,rank_source,rank_status
1001,福建福耀科技大学,500,选考化学,629,001.jpg,visual_ocr_needs_spotcheck,5008,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1002,福建技术师范学院,500,选考化学,504,001.jpg,visual_ocr_needs_spotcheck,66452,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1002,福建技术师范学院,999,不限选考科目,498,001.jpg,visual_ocr_needs_spotcheck,71202,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1003,福建技术师范学院（闽台合作）,500,选考化学,489,001.jpg,visual_ocr_needs_spotcheck,78616,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1004,福建江夏学院,500,选考化学,521,001.jpg,visual_ocr_needs_spotcheck,53711,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1004,福建江夏学院,999,不限选考科目,512,001.jpg,visual_ocr_needs_spotcheck,60283,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1005,福建江夏学院（国际课程项目）,999,不限选考科目,484,001.jpg,visual_ocr_needs_spotcheck,82760,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1006,福建江夏学院（闽台合作）,500,选考化学,514,001.jpg,visual_ocr_needs_spotcheck,58785,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1006,福建江夏学院（闽台合作）,999,不限选考科目,502,001.jpg,visual_ocr_needs_spotcheck,67989,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1008,福建警察学院,500,选考化学,524,001.jpg,visual_ocr_needs_spotcheck,51599,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1008,福建警察学院,999,不限选考科目,521,001.jpg,visual_ocr_needs_spotcheck,53711,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1030,福建理工大学,500,选考化学,546,001.jpg,visual_ocr_needs_spotcheck,37396,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1030,福建理工大学,999,不限选考科目,538,001.jpg,visual_ocr_needs_spotcheck,42366,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1031,福建理工大学（闽台合作）,500,选考化学,535,001.jpg,visual_ocr_needs_spotcheck,44290,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1031,福建理工大学（闽台合作）,999,不限选考科目,528,001.jpg,visual_ocr_needs_spotcheck,48837,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1032,福建理工大学（中外合作）,500,选考化学,514,001.jpg,visual_ocr_needs_spotcheck,58785,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1033,福建农林大学,500,选考化学,542,001.jpg,visual_ocr_needs_spotcheck,39897,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1033,福建农林大学,600,选考生物学,550,001.jpg,visual_ocr_needs_spotcheck,35037,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1033,福建农林大学,999,不限选考科目,541,001.jpg,visual_ocr_needs_spotcheck,40511,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1034,福建农林大学（定向专业，长乐区）,500,选考化学,600,001.jpg,visual_ocr_needs_spotcheck,12735,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1035,福建农林大学（定向专业，长汀县）,500,选考化学,576,001.jpg,visual_ocr_needs_spotcheck,22059,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1036,福建农林大学（定向专业，福清市）,500,选考化学,616,001.jpg,visual_ocr_needs_spotcheck,7919,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1037,福建农林大学（定向专业，华安县）,500,选考化学,582,001.jpg,visual_ocr_needs_spotcheck,19495,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1038,福建农林大学（定向专业，建宁县）,500,选考化学,582,001.jpg,visual_ocr_needs_spotcheck,19495,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1039,福建农林大学（定向专业，连城县）,500,选考化学,561,001.jpg,visual_ocr_needs_spotcheck,29212,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1040,福建农林大学（定向专业，闽侯县）,500,选考化学,595,001.jpg,visual_ocr_needs_spotcheck,14450,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1041,福建农林大学（定向专业，闽清县）,500,选考化学,609,001.jpg,visual_ocr_needs_spotcheck,9900,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1042,福建农林大学（定向专业，明溪县）,500,选考化学,569,001.jpg,visual_ocr_needs_spotcheck,25291,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1043,福建农林大学（定向专业，宁化县）,500,选考化学,584,002.jpg,visual_ocr_needs_spotcheck,18650,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1044,福建农林大学（定向专业，上杭县）,500,选考化学,584,002.jpg,visual_ocr_needs_spotcheck,18650,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1045,福建农林大学（定向专业，邵武市）,500,选考化学,580,002.jpg,visual_ocr_needs_spotcheck,20313,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1046,福建农林大学（定向专业，新罗区）,500,选考化学,574,002.jpg,visual_ocr_needs_spotcheck,22981,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1047,福建农林大学（定向专业，永定区）,500,选考化学,583,002.jpg,visual_ocr_needs_spotcheck,19062,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1048,福建农林大学（定向专业，永泰县）,500,选考化学,570,002.jpg,visual_ocr_needs_spotcheck,24825,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1049,福建农林大学（定向专业，尤溪县）,500,选考化学,586,002.jpg,visual_ocr_needs_spotcheck,17831,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1050,福建农林大学（定向专业，漳平市）,500,选考化学,590,002.jpg,visual_ocr_needs_spotcheck,16253,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1051,福建农林大学（闽台合作）,500,选考化学,548,002.jpg,visual_ocr_needs_spotcheck,36213,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1051,福建农林大学（闽台合作）,999,不限选考科目,541,002.jpg,visual_ocr_needs_spotcheck,40511,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1052,福建农林大学（中外合作）,500,选考化学,525,002.jpg,visual_ocr_needs_spotcheck,50881,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1052,福建农林大学（中外合作）,999,不限选考科目,507,002.jpg,visual_ocr_needs_spotcheck,64125,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1053,福建农林大学金山学院,500,选考化学,474,002.jpg,visual_ocr_needs_spotcheck,91278,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1053,福建农林大学金山学院,600,选考生物学,473,002.jpg,visual_ocr_needs_spotcheck,92111,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1053,福建农林大学金山学院,999,不限选考科目,472,002.jpg,visual_ocr_needs_spotcheck,92964,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1054,福建农林大学金山学院（闽台合作）,999,不限选考科目,470,002.jpg,visual_ocr_needs_spotcheck,94712,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1055,福建农林大学金山学院（中外合作）,999,不限选考科目,467,002.jpg,visual_ocr_needs_spotcheck,97377,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1056,福建商学院,500,选考化学,499,002.jpg,visual_ocr_needs_spotcheck,70339,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1056,福建商学院,999,不限选考科目,491,002.jpg,visual_ocr_needs_spotcheck,76979,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1058,福建商学院（闽台合作）,500,选考化学,493,002.jpg,visual_ocr_needs_spotcheck,75303,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1058,福建商学院（闽台合作）,999,不限选考科目,483,002.jpg,visual_ocr_needs_spotcheck,83635,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1059,福建师范大学,500,选考化学,576,002.jpg,visual_ocr_needs_spotcheck,22059,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1059,福建师范大学,516,选考化学且生物学,562,002.jpg,visual_ocr_needs_spotcheck,28701,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1059,福建师范大学,900,选考地理,571,002.jpg,visual_ocr_needs_spotcheck,24364,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1059,福建师范大学,999,不限选考科目,567,002.jpg,visual_ocr_needs_spotcheck,26218,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1070,福建师范大学（闽台合作）,999,不限选考科目,523,002.jpg,visual_ocr_needs_spotcheck,52278,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1072,福建师范大学（中日合作）,500,选考化学,557,002.jpg,visual_ocr_needs_spotcheck,31329,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1074,福建师范大学（中英合作）,500,选考化学,554,002.jpg,visual_ocr_needs_spotcheck,32905,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1075,福建师范大学协和学院,500,选考化学,480,003.jpg,visual_ocr_needs_spotcheck,86154,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1075,福建师范大学协和学院,999,不限选考科目,475,003.jpg,visual_ocr_needs_spotcheck,90360,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1076,福建师范大学协和学院（国际课程项目）,999,不限选考科目,469,003.jpg,visual_ocr_needs_spotcheck,95545,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1077,福建医科大学（临床医学5+3一体化）,516,选考化学且生物学,617,003.jpg,visual_ocr_needs_spotcheck,7670,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1078,福建医科大学,500,选考化学,526,003.jpg,visual_ocr_needs_spotcheck,50184,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1078,福建医科大学,516,选考化学且生物学,545,003.jpg,visual_ocr_needs_spotcheck,37957,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1078,福建医科大学,999,不限选考科目,534,003.jpg,visual_ocr_needs_spotcheck,44918,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1085,福建中医药大学,500,选考化学,525,003.jpg,visual_ocr_needs_spotcheck,50881,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1085,福建中医药大学,600,选考生物学,534,003.jpg,visual_ocr_needs_spotcheck,44918,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1085,福建中医药大学,999,不限选考科目,522,003.jpg,visual_ocr_needs_spotcheck,53007,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1090,福建中医药大学（护理学）,600,选考生物学,520,003.jpg,visual_ocr_needs_spotcheck,54409,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1091,福建中医药大学（闽台合作）,500,选考化学,516,003.jpg,visual_ocr_needs_spotcheck,57329,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1091,福建中医药大学（闽台合作）,999,不限选考科目,508,003.jpg,visual_ocr_needs_spotcheck,63376,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1092,福建中医药大学（中外合作）,600,选考生物学,498,003.jpg,visual_ocr_needs_spotcheck,71202,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1093,福州大学,500,选考化学,600,003.jpg,visual_ocr_needs_spotcheck,12735,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1093,福州大学,516,选考化学且生物学,616,003.jpg,visual_ocr_needs_spotcheck,7919,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1093,福州大学,900,选考地理,593,003.jpg,visual_ocr_needs_spotcheck,15145,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1093,福州大学,999,不限选考科目,594,003.jpg,visual_ocr_needs_spotcheck,14801,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1094,福州大学（地矿专业）,500,选考化学,580,003.jpg,visual_ocr_needs_spotcheck,20313,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1095,福州大学（面向福州）,500,选考化学,615,003.jpg,visual_ocr_needs_spotcheck,8194,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1096,福州大学（面向泉州）,500,选考化学,596,003.jpg,visual_ocr_needs_spotcheck,14083,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1098,福州大学（闽台合作）,500,选考化学,592,003.jpg,visual_ocr_needs_spotcheck,15507,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1098,福州大学（闽台合作）,999,不限选考科目,572,003.jpg,visual_ocr_needs_spotcheck,23889,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1099,福州大学（中外合作）,500,选考化学,585,003.jpg,visual_ocr_needs_spotcheck,18234,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1100,福州大学至诚学院,500,选考化学,480,003.jpg,visual_ocr_needs_spotcheck,86154,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1100,福州大学至诚学院,999,不限选考科目,481,003.jpg,visual_ocr_needs_spotcheck,85345,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1101,福州工商学院,500,选考化学,441,003.jpg,visual_ocr_needs_spotcheck,119155,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1101,福州工商学院,999,不限选考科目,441,003.jpg,visual_ocr_needs_spotcheck,119155,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1102,福州理工学院,500,选考化学,441,004.jpg,visual_ocr_needs_spotcheck,119155,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1102,福州理工学院,999,不限选考科目,441,004.jpg,visual_ocr_needs_spotcheck,119155,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1103,福州外语外贸学院,500,选考化学,441,004.jpg,visual_ocr_needs_spotcheck,119155,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1103,福州外语外贸学院,999,不限选考科目,441,004.jpg,visual_ocr_needs_spotcheck,119155,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1105,华侨大学,500,选考化学,572,004.jpg,visual_ocr_needs_spotcheck,23889,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1105,华侨大学,999,不限选考科目,546,004.jpg,visual_ocr_needs_spotcheck,37396,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1106,华侨大学（临床医学）,500,选考化学,571,004.jpg,visual_ocr_needs_spotcheck,24364,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1107,华侨大学（面向泉州）,500,选考化学,570,004.jpg,visual_ocr_needs_spotcheck,24825,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1107,华侨大学（面向泉州）,999,不限选考科目,548,004.jpg,visual_ocr_needs_spotcheck,36213,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1108,华侨大学（面向泉州，中外联培项目）,999,不限选考科目,527,004.jpg,visual_ocr_needs_spotcheck,49465,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1109,华侨大学（面向厦门）,500,选考化学,566,004.jpg,visual_ocr_needs_spotcheck,26736,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1109,华侨大学（面向厦门）,999,不限选考科目,548,004.jpg,visual_ocr_needs_spotcheck,36213,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1110,华侨大学（面向厦门，中外联培项目）,999,不限选考科目,542,004.jpg,visual_ocr_needs_spotcheck,39897,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1111,集美大学,500,选考化学,549,004.jpg,visual_ocr_needs_spotcheck,35614,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1111,集美大学,516,选考化学且生物学,542,004.jpg,visual_ocr_needs_spotcheck,39897,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1111,集美大学,900,选考地理,557,004.jpg,visual_ocr_needs_spotcheck,31329,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1111,集美大学,999,不限选考科目,548,004.jpg,visual_ocr_needs_spotcheck,36213,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1113,集美大学（面向厦门）,500,选考化学,554,004.jpg,visual_ocr_needs_spotcheck,32905,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1113,集美大学（面向厦门）,516,选考化学且生物学,542,004.jpg,visual_ocr_needs_spotcheck,39897,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1113,集美大学（面向厦门）,900,选考地理,551,004.jpg,visual_ocr_needs_spotcheck,34510,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1113,集美大学（面向厦门）,999,不限选考科目,550,004.jpg,visual_ocr_needs_spotcheck,35037,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1114,集美大学诚毅学院,500,选考化学,479,004.jpg,visual_ocr_needs_spotcheck,86939,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1114,集美大学诚毅学院,999,不限选考科目,482,004.jpg,visual_ocr_needs_spotcheck,84464,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1116,黎明职业大学,999,不限选考科目,494,004.jpg,visual_ocr_needs_spotcheck,74485,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1119,龙岩学院,500,选考化学,495,004.jpg,visual_ocr_needs_spotcheck,73670,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1119,龙岩学院,999,不限选考科目,496,004.jpg,visual_ocr_needs_spotcheck,72818,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1120,龙岩学院（面向龙岩）,500,选考化学,492,004.jpg,visual_ocr_needs_spotcheck,76112,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1120,龙岩学院（面向龙岩）,999,不限选考科目,492,004.jpg,visual_ocr_needs_spotcheck,76112,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1121,闽江学院,500,选考化学,533,005.jpg,visual_ocr_needs_spotcheck,45540,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1121,闽江学院,900,选考地理,520,005.jpg,visual_ocr_needs_spotcheck,54409,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1121,闽江学院,999,不限选考科目,523,005.jpg,visual_ocr_needs_spotcheck,52278,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1122,闽江学院（面向福州）,500,选考化学,527,005.jpg,visual_ocr_needs_spotcheck,49465,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1122,闽江学院（面向福州）,900,选考地理,521,005.jpg,visual_ocr_needs_spotcheck,53711,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1122,闽江学院（面向福州）,999,不限选考科目,527,005.jpg,visual_ocr_needs_spotcheck,49465,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1123,闽江学院（闽台合作）,999,不限选考科目,508,005.jpg,visual_ocr_needs_spotcheck,63376,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1124,闽江学院（新华都商学院）,999,不限选考科目,530,005.jpg,visual_ocr_needs_spotcheck,47532,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1125,闽江学院（中外合作）,500,选考化学,497,005.jpg,visual_ocr_needs_spotcheck,72041,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1125,闽江学院（中外合作）,999,不限选考科目,479,005.jpg,visual_ocr_needs_spotcheck,86939,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1126,闽南科技学院,500,选考化学,455,005.jpg,visual_ocr_needs_spotcheck,107492,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1126,闽南科技学院,999,不限选考科目,459,005.jpg,visual_ocr_needs_spotcheck,104060,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1127,闽南理工学院,500,选考化学,450,005.jpg,visual_ocr_needs_spotcheck,111729,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1127,闽南理工学院,999,不限选考科目,443,005.jpg,visual_ocr_needs_spotcheck,117511,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1128,闽南师范大学,500,选考化学,523,005.jpg,visual_ocr_needs_spotcheck,52278,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1128,闽南师范大学,600,选考生物学,510,005.jpg,visual_ocr_needs_spotcheck,61799,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1128,闽南师范大学,999,不限选考科目,518,005.jpg,visual_ocr_needs_spotcheck,55877,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1129,闽南师范大学（闽台合作）,999,不限选考科目,504,005.jpg,visual_ocr_needs_spotcheck,66452,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1130,闽南师范大学（中高计划1）,500,选考化学,479,005.jpg,visual_ocr_needs_spotcheck,86939,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1130,闽南师范大学（中高计划1）,999,不限选考科目,471,005.jpg,visual_ocr_needs_spotcheck,93819,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1131,闽南师范大学（中高计划2）,999,不限选考科目,461,005.jpg,visual_ocr_needs_spotcheck,102421,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1132,闽南师范大学（中美合作）,500,选考化学,472,005.jpg,visual_ocr_needs_spotcheck,92964,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1132,闽南师范大学（中美合作）,999,不限选考科目,455,005.jpg,visual_ocr_needs_spotcheck,107492,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1134,宁德师范学院,500,选考化学,503,005.jpg,visual_ocr_needs_spotcheck,67246,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1134,宁德师范学院,600,选考生物学,498,005.jpg,visual_ocr_needs_spotcheck,71202,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1134,宁德师范学院,999,不限选考科目,502,005.jpg,visual_ocr_needs_spotcheck,67989,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1135,宁德师范学院（面向宁德）,500,选考化学,493,005.jpg,visual_ocr_needs_spotcheck,75303,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1135,宁德师范学院（面向宁德）,600,选考生物学,489,005.jpg,visual_ocr_needs_spotcheck,78616,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1135,宁德师范学院（面向宁德）,999,不限选考科目,492,006.jpg,visual_ocr_needs_spotcheck,76112,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1136,宁德师范学院（闽台合作）,500,选考化学,487,006.jpg,visual_ocr_needs_spotcheck,80259,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1136,宁德师范学院（闽台合作）,999,不限选考科目,485,006.jpg,visual_ocr_needs_spotcheck,81945,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1137,莆田学院,500,选考化学,510,006.jpg,visual_ocr_needs_spotcheck,61799,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1137,莆田学院,600,选考生物学,497,006.jpg,visual_ocr_needs_spotcheck,72041,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1137,莆田学院,999,不限选考科目,506,006.jpg,visual_ocr_needs_spotcheck,64873,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1142,莆田学院（临床及口腔）,500,选考化学,532,006.jpg,visual_ocr_needs_spotcheck,46183,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1143,莆田学院（面向莆田）,500,选考化学,510,006.jpg,visual_ocr_needs_spotcheck,61799,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1143,莆田学院（面向莆田）,600,选考生物学,488,006.jpg,visual_ocr_needs_spotcheck,79451,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1143,莆田学院（面向莆田）,999,不限选考科目,503,006.jpg,visual_ocr_needs_spotcheck,67246,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1144,莆田学院（面向莆田、临床及口腔）,500,选考化学,527,006.jpg,visual_ocr_needs_spotcheck,49465,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1145,莆田学院（闽台合作）,600,选考生物学,494,006.jpg,visual_ocr_needs_spotcheck,74485,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1146,莆田学院（中外合作）,999,不限选考科目,481,006.jpg,visual_ocr_needs_spotcheck,85345,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1147,泉州师范学院,500,选考化学,520,006.jpg,visual_ocr_needs_spotcheck,54409,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1147,泉州师范学院,900,选考地理,512,006.jpg,visual_ocr_needs_spotcheck,60283,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1147,泉州师范学院,999,不限选考科目,511,006.jpg,visual_ocr_needs_spotcheck,61013,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1149,泉州师范学院（面向泉州）,500,选考化学,518,006.jpg,visual_ocr_needs_spotcheck,55877,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1149,泉州师范学院（面向泉州）,900,选考地理,510,006.jpg,visual_ocr_needs_spotcheck,61799,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1149,泉州师范学院（面向泉州）,999,不限选考科目,512,006.jpg,visual_ocr_needs_spotcheck,60283,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1150,泉州师范学院（闽台合作）,500,选考化学,495,006.jpg,visual_ocr_needs_spotcheck,73670,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1150,泉州师范学院（闽台合作）,999,不限选考科目,486,006.jpg,visual_ocr_needs_spotcheck,81079,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1151,泉州师范学院（软件类）,500,选考化学,522,006.jpg,visual_ocr_needs_spotcheck,53007,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1152,泉州信息工程学院,500,选考化学,461,006.jpg,visual_ocr_needs_spotcheck,102421,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1152,泉州信息工程学院,999,不限选考科目,464,006.jpg,visual_ocr_needs_spotcheck,99902,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1153,泉州信息工程学院（中外合作）,500,选考化学,459,006.jpg,visual_ocr_needs_spotcheck,104060,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1154,泉州职业技术大学,999,不限选考科目,448,006.jpg,visual_ocr_needs_spotcheck,113439,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1155,三明学院,500,选考化学,499,006.jpg,visual_ocr_needs_spotcheck,70339,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
1155,三明学院,999,不限选考科目,496,006.jpg,visual_ocr_needs_spotcheck,72818,fujian_2025_physics_undergrad_admission_images,ocr_needs_spotcheck
